,City,Country,Major_Geo_Region,HDI_level,Climate_region,WHO_region,annual_avg_2010,peak_NDVI_2010,annual_weight_avg_2010,peak_weight_2010,indicator_2010,annual_avg_2015,peak_NDVI_2015,annual_weight_avg_2015,indicator_2015,peak_weight_2015,annual_avg_2020,peak_NDVI_2020,annual_weight_avg_2020,peak_weight_2020,indicator_2020,annual_avg_2021,peak_NDVI_2021,annual_weight_avg_2021,indicator_2021,peak_weight_2021
951,Valencia [Spain],Bolivarian Republic of Venezuela,Latin America and the Caribbean,High,Tropical,Americas,0.240296286,0.326395891,0.236270014,0.3235159,Low,0.314973304,0.373968525,0.309645371,Low,0.369835363,0.330139451,0.427714966,0.326552619,0.42979992,Moderate,0.37630951,0.438122053,0.376397339,Moderate,0.44031279
952,Valencia [Venezuela],Spain,Europe,Very high,Tropical,Europe,0.202472497,0.219978155,0.171560186,0.199836114,Exceptionally Low,0.240867481,0.256372032,0.226691367,Very Low,0.240101106,0.248423914,0.261360341,0.235190786,0.246403352,Very Low,0.255226382,0.265286715,0.240732398,Very Low,0.252037476
953,Valletta,Malta,Europe,Very high,Temperate,Europe,0.140639374,0.212298478,0.11316002,0.164285303,Exceptionally Low,0.205928345,0.254558532,0.175553169,Very Low,0.206659795,0.19664204,0.222969963,0.164902153,0.172751368,Exceptionally Low,0.186563574,0.244471988,0.161115899,Very Low,0.200367317
954,Vancouver,Canada,Northern America,Very high,Temperate,Americas,0.287787782,0.364905821,0.27931065,0.35310214,Low,0.32527219,0.39156291,0.314065775,Low,0.383576212,0.308758093,0.409424489,0.301382832,0.404730935,Moderate,0.343216452,0.392698876,0.334037747,Low,0.387439286
955,Varanasi,India,Asia,Medium,Temperate,South-East Asia,0.252712837,0.368939396,0.23624492,0.328035594,Low,0.307149229,0.381495943,0.301805899,Low,0.363071681,0.337444116,0.395287497,0.328799505,0.369948859,Low,0.325244657,0.462317714,0.322274373,Moderate,0.446860826
956,Vasai-Virar,India,Asia,Medium,Tropical,South-East Asia,0.206053511,0.223470465,0.103316682,0.224164067,Very Low,0.29012078,0.402560014,0.29032866,Moderate,0.402580661,0.291685564,0.358647911,0.291844355,0.359156547,Low,0.309950304,0.355276291,0.31045436,Low,0.355895507
957,Vellore,India,Asia,Medium,Tropical,South-East Asia,0.282025144,0.313805631,0.136603616,0.297027881,Very Low,0.397290734,0.485337926,0.396578925,Moderate,0.484922015,0.431777799,0.497622401,0.431240771,0.497691911,Moderate,0.420580551,0.482305567,0.420527415,Moderate,0.482971145
958,Veracruz,Mexico,Latin America and the Caribbean,High,Tropical,Americas,0.185474096,0.196277532,0.145272804,0.162043651,Exceptionally Low,0.265511583,0.308318173,0.221759238,Very Low,0.251670113,0.242604091,0.328020388,0.19879157,0.275632624,Very Low,0.268674807,0.316247431,0.231477795,Very Low,0.26899295
959,Vienna,Austria,Europe,Very high,Continental,Europe,0.350261963,0.388817479,0.250932833,0.387225065,Low,0.28668885,0.39026409,0.284808968,Low,0.389339487,0.312063315,0.408591386,0.308184786,0.406929082,Moderate,0.287195855,0.416249225,0.283857067,Moderate,0.414394703
960,Vientiane,Laos,Asia,Medium,Tropical,Western Pacific,0.295762306,0.361318223,0.277605377,0.349771651,Low,0.345727822,0.390257058,0.348767588,Low,0.390026039,0.293011446,0.369739296,0.292316186,0.36767929,Low,0.32898576,0.346789256,0.331049738,Low,0.34938059
961,Vijayapura,India,Asia,Medium,Arid,South-East Asia,0.19002276,0.282998497,0.165140112,0.244050938,Very Low,0.236329917,0.283283488,0.235921415,Very Low,0.282717814,0.236218218,0.31386065,0.234846293,0.312871664,Low,0.261868002,0.318465523,0.261103538,Low,0.316996039
962,Vijayawada,India,Asia,Medium,Tropical,South-East Asia,0.243869735,0.262717152,0.135400623,0.228897918,Very Low,0.286146138,0.407325961,0.256705612,Low,0.361593795,0.328866845,0.377356852,0.290223407,0.324471317,Low,0.304156629,0.346045332,0.269125059,Low,0.301233929
963,Vila Velha,Brazil,Latin America and the Caribbean,High,Tropical,Americas,0.292338687,0.345381033,0.196599111,0.250107127,Very Low,0.305730941,0.328889563,0.241890639,Very Low,0.25080986,0.339603039,0.361507979,0.269381746,0.289545432,Very Low,0.330960358,0.360199723,0.260912489,Very Low,0.286751999
964,Villahermosa,Mexico,Latin America and the Caribbean,High,Tropical,Americas,0.342832772,0.359530399,0.268879461,0.277136927,Very Low,0.376954133,0.40248371,0.300634874,Low,0.31702489,0.37107115,0.434697053,0.302791987,0.353185428,Low,0.376740984,0.416239154,0.302710287,Low,0.336763415
965,Vilnius,Lithuania,Europe,Very high,Continental,Europe,0.448577334,0.473456625,0.223737057,0.471961892,Moderate,0.229308709,0.491037958,0.230008825,Moderate,0.491114106,0.344659919,0.486910225,0.344020861,0.486561803,Moderate,0.30858348,0.457893501,0.308625682,Moderate,0.457485172
966,Viña del Mar [Valparaíso],Chile,Latin America and the Caribbean,Very high,Temperate,Americas,0.226658406,0.256082573,0.243969867,0.273706756,Very Low,0.247934954,0.316077548,0.266878365,Low,0.339614774,0.213608735,0.265502658,0.228057598,0.284865788,Very Low,0.214404712,0.236527997,0.229688872,Very Low,0.254032597
967,Virginia Beach,United States of America,Northern America,Very high,Temperate,Americas,0.316353559,0.369557725,0.335530762,0.391960969,Low,0.354576696,0.41977681,0.376769629,Moderate,0.446810064,0.329994232,0.409977317,0.351530943,0.439851273,Moderate,0.353878966,0.422617239,0.379065566,Moderate,0.453169076
968,Visakhapatnam,India,Asia,Medium,Tropical,South-East Asia,0.192715567,0.273684662,0.14255048,0.261536252,Very Low,0.317721758,0.39370325,0.304765963,Low,0.37771758,0.335202032,0.420079885,0.303215534,0.395143248,Low,0.344539486,0.402167995,0.329591422,Low,0.383798179
969,Vladivostok,Russian Federation,Europe,Very high,Continental,Europe,0.134419775,0.362112441,0.140168149,0.380323686,Low,0.197433337,0.386297617,0.208103444,Moderate,0.407032775,0.215457036,0.350033889,0.224857347,0.364804067,Low,0.198064612,0.349866519,0.207871434,Low,0.366746851
970,Volgograd,Russian Federation,Europe,Very high,Arid,Europe,0.20224993,0.301709657,0.200464294,0.304378581,Low,0.219699934,0.299239611,0.223313013,Low,0.30189354,0.211748405,0.330259089,0.214027002,0.333571656,Low,0.23848611,0.345173044,0.241130026,Low,0.348475459
971,Voronezh,Russian Federation,Europe,Very high,Continental,Europe,0.231774346,0.287368696,0.179060978,0.297289907,Very Low,0.249991993,0.388970012,0.247052305,Moderate,0.40081373,0.240004621,0.380005004,0.247827435,0.391533026,Low,0.231948395,0.387353494,0.239641879,Low,0.398949299
972,Wad Madan,Sudan,Africa,Low,Arid,Eastern Mediterranean,0.134220712,0.15491241,0.124185156,0.150290756,Exceptionally Low,0.182749868,0.193192227,0.182898081,Exceptionally Low,0.192437998,0.200416981,0.230089255,0.199967452,0.226656893,Very Low,0.200135492,0.237844961,0.198615893,Very Low,0.2330764
973,Wah Cantonment,Pakistan,Asia,Medium,Temperate,Eastern Mediterranean,0.223543575,0.262244612,0.227405467,0.26365616,Very Low,0.31576797,0.372765462,0.317036339,Low,0.372372048,0.333992065,0.369842097,0.333292103,0.370085928,Low,0.258799744,0.338054831,0.259617864,Low,0.339577801
974,Waidhan,India,Asia,Medium,Temperate,South-East Asia,0.201980731,0.299685241,0.19995395,0.300872474,Low,0.244645004,0.256128016,0.247184899,Very Low,0.257479959,0.263761196,0.290904691,0.267669196,0.294298296,Very Low,0.255811972,0.373851455,0.258161247,Low,0.37651855
975,Warangal,India,Asia,Medium,Tropical,South-East Asia,0.237376676,0.270485081,0.117298751,0.267139086,Very Low,0.354711674,0.424879347,0.355303649,Moderate,0.4235308,0.356042044,0.449452336,0.356430535,0.449888074,Moderate,0.338862082,0.389400872,0.335062951,Low,0.387607406
976,Warri,Nigeria,Africa,Low,Tropical,Africa,0.25021103,0.257374186,0.174771363,0.247645673,Very Low,0.242473879,0.2496032,0.17944305,Very Low,0.251748989,0.227858104,0.369941538,0.167201817,0.373259298,Low,0.271417724,0.321510056,0.271022318,Low,0.323025833
977,Warsaw,Poland,Europe,Very high,Continental,Europe,0.346593127,0.419461487,0.249449298,0.402258865,Moderate,0.272330502,0.413974492,0.261701481,Moderate,0.403374884,0.330942517,0.469141962,0.320209846,0.458566677,Moderate,0.30206569,0.476591711,0.291565669,Moderate,0.467980619
978,Washington D.C.,United States of America,Northern America,Very high,Temperate,Americas,0.337226578,0.505917398,0.313518546,0.476033263,Moderate,0.400399464,0.532995692,0.378097404,High,0.506107445,0.439350323,0.55228361,0.41690845,0.525112489,High,0.43285684,0.531736377,0.41416703,High,0.507162605
979,Weicheng Qu,China,Asia,High,Arid,Western Pacific,0.234052261,0.351622954,0.215775881,0.323703119,Low,0.25451083,0.34557122,0.240113513,Low,0.329507948,0.266724858,0.379819109,0.250023714,0.360287627,Low,0.274775219,0.364126088,0.258287663,Low,0.34369087
980,Weifang,China,Asia,High,Continental,Western Pacific,0.158029226,0.193229576,0.117858723,0.15497047,Exceptionally Low,0.237415097,0.306413383,0.204924076,Very Low,0.276269877,0.238836487,0.36606589,0.215849696,0.330485615,Low,0.223293644,0.327797714,0.199880287,Very Low,0.299447966
981,Weihai,China,Asia,High,Continental,Western Pacific,0.120314703,0.162829009,0.106101884,0.150560787,Exceptionally Low,0.162304672,0.222158245,0.149480569,Very Low,0.205284903,0.154240294,0.224488692,0.150491878,0.214111732,Very Low,0.19841094,0.262740089,0.196743493,Very Low,0.24912493
982,Wenzhou,China,Asia,High,Temperate,Western Pacific,0.21789682,0.286642376,0.139287523,0.184244257,Exceptionally Low,0.269118504,0.341550511,0.181242667,Very Low,0.232445556,0.270897784,0.331641595,0.184174134,0.224158029,Very Low,0.269189207,0.308752641,0.186276887,Very Low,0.217184032
983,Windhoek,Namibia,Africa,Medium,Arid,Africa,0.181920976,0.23360321,0.120099269,0.210913455,Very Low,0.198090985,0.258607159,0.177654961,Very Low,0.231760158,0.18310211,0.239775465,0.159462535,0.206062562,Very Low,0.177875615,0.242085366,0.148893148,Very Low,0.205743516
984,Winnipeg,Canada,Northern America,Very high,Continental,Americas,0.231863903,0.354933013,0.230882896,0.34822898,Low,0.267731651,0.403012225,0.2679198,Moderate,0.402011325,0.210203733,0.382869667,0.211196422,0.384546067,Low,0.224079632,0.333039767,0.224705059,Low,0.337078932
985,Wroclaw,Poland,Europe,Very high,Continental,Europe,0.284416475,0.447423143,0.141679595,0.449865526,Moderate,0.290749934,0.398408377,0.291231576,Moderate,0.400664604,0.332968034,0.468790086,0.333113707,0.47125389,Moderate,0.278882823,0.474786658,0.279699351,Moderate,0.476822838
986,Wuhan,China,Asia,High,Temperate,Western Pacific,0.136218103,0.223773635,0.104588417,0.161630481,Exceptionally Low,0.167318664,0.269024711,0.145486965,Very Low,0.234291011,0.227695915,0.309215156,0.209409725,0.289214016,Very Low,0.21604118,0.279053724,0.196312624,Very Low,0.261850142
987,Wuhu,China,Asia,High,Temperate,Western Pacific,0.14008296,0.24514989,0.110019316,0.201373115,Very Low,0.223188989,0.28128778,0.187013034,Very Low,0.236469083,0.234365968,0.282792288,0.204093061,0.254157893,Very Low,0.251617793,0.3230144,0.22323731,Very Low,0.295453739
988,Wuppertal,Germany,Europe,Very high,Temperate,Europe,0.438266327,0.499219344,0.312971718,0.49887225,Moderate,0.437463392,0.556294978,0.43639228,High,0.555796796,0.416294469,0.488792713,0.416079175,0.489047803,Moderate,0.40470387,0.531245334,0.403252557,High,0.530358293
989,Xalapa,Mexico,Latin America and the Caribbean,High,Temperate,Americas,0.345890904,0.372073553,0.277408642,0.294972798,Very Low,0.394595741,0.404824593,0.326871489,Low,0.332938644,0.370993917,0.399354677,0.306506611,0.328900691,Low,0.379222566,0.409951015,0.315638887,Low,0.338238996
990,Xiamen,China,Asia,High,Temperate,Western Pacific,0.151623883,0.214924003,0.115802378,0.176791962,Exceptionally Low,0.198835954,0.303291046,0.174052423,Very Low,0.274953033,0.217699441,0.34235315,0.197084498,0.309655158,Low,0.21989957,0.309103107,0.195193616,Very Low,0.273814119
991,Xi'an,China,Asia,High,Arid,Western Pacific,0.177416968,0.226106158,0.153173026,0.200523372,Very Low,0.238476577,0.273014803,0.226532809,Very Low,0.256439909,0.253362514,0.273966235,0.246097071,0.270466717,Very Low,0.264420917,0.30435338,0.258095762,Low,0.302075782
992,Xiangtan,China,Asia,High,Temperate,Western Pacific,0.151310553,0.261034831,0.153834725,0.271791275,Very Low,0.197283783,0.292248005,0.208622436,Low,0.306953529,0.295065439,0.368603763,0.308342789,0.382086945,Low,0.204951606,0.358931743,0.214260937,Low,0.373873637
993,Xiaogan,China,Asia,High,Temperate,Western Pacific,0.208732856,0.285109654,0.180397792,0.238687252,Very Low,0.238195073,0.383825237,0.214793871,Low,0.338760958,0.302020058,0.397565027,0.276391228,0.35791555,Low,0.285341554,0.317496688,0.253015819,Very Low,0.294782438
994,Xingtai,China,Asia,High,Continental,Western Pacific,0.127004481,0.22795285,0.101016751,0.177783997,Exceptionally Low,0.213383898,0.303162325,0.174859962,Very Low,0.257211242,0.249832338,0.323134209,0.213942762,0.276226684,Very Low,0.224519272,0.269292846,0.195763277,Very Low,0.238675344
995,Xining,China,Asia,High,Arid,Western Pacific,0.167553005,0.24069893,0.125811255,0.186505756,Exceptionally Low,0.169441976,0.271620738,0.142823281,Very Low,0.236732495,0.200463638,0.307019277,0.174350668,0.268682045,Very Low,0.185973224,0.290914374,0.163038499,Very Low,0.264061464
996,Xinxiang,China,Asia,High,Continental,Western Pacific,0.13731424,0.25373108,0.131302249,0.237255305,Very Low,0.221428585,0.260171251,0.216959863,Very Low,0.254622907,0.239340892,0.330761982,0.238660539,0.321769827,Low,0.242285285,0.314000083,0.23733973,Low,0.306341519
997,Xuchang,China,Asia,High,Temperate,Western Pacific,0.229702522,0.331256654,0.170961835,0.243868738,Very Low,0.304520826,0.343722747,0.246068401,Very Low,0.288986447,0.346032561,0.420785652,0.282520785,0.34359531,Low,0.306544885,0.346730008,0.249783471,Very Low,0.28968425
998,Xuzhou,China,Asia,High,Continental,Western Pacific,0.164509564,0.222781966,0.128283793,0.172161877,Exceptionally Low,0.249264577,0.339739787,0.19809221,Very Low,0.289978522,0.268744888,0.345803203,0.229591803,0.300431289,Low,0.241834943,0.308917653,0.210440245,Very Low,0.279032311
999,Yamunanagar,India,Asia,Medium,Temperate,South-East Asia,0.227518884,0.295701434,0.228863613,0.297155886,Very Low,0.312346758,0.398394591,0.311317988,Low,0.395911772,0.311746054,0.336693666,0.312798649,0.338039941,Low,0.303536202,0.401388478,0.304037069,Moderate,0.402387603
1000,Yancheng,China,Asia,High,Temperate,Western Pacific,0.262260316,0.384674694,0.239328384,0.349699499,Low,0.281582833,0.3559714,0.263316046,Low,0.337928653,0.251241949,0.303392157,0.242223548,0.291654867,Very Low,0.250649551,0.300219236,0.243101009,Very Low,0.294398602
1001,Yangon,Myanmar,Asia,Medium,Tropical,South-East Asia,0.25919197,0.297206374,0.173473964,0.271070934,Very Low,0.361236459,0.446460816,0.33724165,Moderate,0.405276246,0.301777745,0.440091758,0.276967805,0.40146118,Moderate,0.374978848,0.427240436,0.343750435,Low,0.386951671
1002,Yangzhou,China,Asia,High,Temperate,Western Pacific,0.175615911,0.236235242,0.161662576,0.221809531,Very Low,0.237754956,0.280495824,0.230159737,Very Low,0.271052671,0.211398854,0.253234455,0.206095931,0.24917912,Very Low,0.246369599,0.303988047,0.240994869,Low,0.30276922
1003,Yantai,China,Asia,High,Continental,Western Pacific,0.158746241,0.254468602,0.144272124,0.232331855,Very Low,0.179980426,0.23812284,0.164903277,Very Low,0.220959943,0.201652073,0.310782063,0.193250423,0.299452593,Very Low,0.218900917,0.313638412,0.202542304,Low,0.303042427
1004,Yaounde,Cameroon,Africa,Medium,Tropical,Africa,0.243797455,0.300022824,0.172806738,0.296207038,Very Low,0.374119116,0.4272718,0.379204767,Moderate,0.43467547,0.286996351,0.308788303,0.281397525,0.311665261,Low,0.23979704,0.376280154,0.231612105,Low,0.374530152
1005,Yaroslavl,Russian Federation,Europe,Very high,Continental,Europe,0.276504787,0.377426875,0.204536928,0.372484306,Low,0.246332886,0.409220227,0.241917766,Moderate,0.403195859,0.298012512,0.468374736,0.219587485,0.462372636,Moderate,0.221019669,0.470405738,0.218253304,Moderate,0.465012158
1006,Yazd,Islamic Republic of Iran,Asia,High,Arid,Eastern Mediterranean,0.087906246,0.096665777,0.065843342,0.096606376,Exceptionally Low,0.113689844,0.124960537,0.113570501,Exceptionally Low,0.124694476,0.113361528,0.126638132,0.113325181,0.126640815,Exceptionally Low,0.110013012,0.123942324,0.109855044,Exceptionally Low,0.123730386
1007,Yekaterinburg,Russian Federation,Europe,Very high,Continental,Europe,0.254653267,0.365584112,0.191569077,0.371173478,Low,0.280241232,0.38979156,0.283623981,Low,0.395633152,0.252985175,0.411895748,0.255996223,0.41811295,Moderate,0.244263392,0.367580357,0.24726029,Low,0.372899458
1008,Yerevan,Armenia,Asia,High,Arid,Europe,0.20219366,0.25827422,0.193626588,0.251810743,Very Low,0.229146736,0.327951847,0.221831132,Low,0.314590531,0.214066025,0.297208131,0.208213805,0.288304175,Very Low,0.214616881,0.309669909,0.20952982,Low,0.304111566
1009,Yibin,China,Asia,High,Temperate,Western Pacific,0.142172163,0.246872668,0.125434505,0.225061011,Very Low,0.290573076,0.384442252,0.270086967,Low,0.35673811,0.240678829,0.390379318,0.225631307,0.375762636,Low,0.230236393,0.310246699,0.220752451,Very Low,0.298265987
1010,Yichang,China,Asia,High,Temperate,Western Pacific,0.180882394,0.260669665,0.143720165,0.22099406,Very Low,0.228693358,0.363704609,0.202255545,Low,0.335394898,0.275057135,0.355666594,0.25169981,0.329934751,Low,0.239807948,0.308851936,0.200628341,Very Low,0.278177094
1011,Yinchuan,China,Asia,High,Arid,Western Pacific,0.161742828,0.236948718,0.160482812,0.238064285,Very Low,0.184961103,0.25384344,0.182075246,Very Low,0.25009984,0.194616016,0.278144828,0.187988155,0.26948308,Very Low,0.224010933,0.287968549,0.221814382,Very Low,0.283882331
1012,Yiwu,China,Asia,High,Temperate,Western Pacific,0.206112231,0.302469517,0.1932898,0.288944201,Very Low,0.261277135,0.350389448,0.252911139,Low,0.34066879,0.26711318,0.342557388,0.265999706,0.338896778,Low,0.278855056,0.353584587,0.277164916,Low,0.350073486
1013,Yiyang,China,Asia,High,Temperate,Western Pacific,0.120065449,0.16858056,0.10353789,0.1371362,Exceptionally Low,0.263363411,0.366621046,0.24607939,Low,0.342682769,0.245958391,0.378843819,0.225025834,0.342145309,Low,0.274566134,0.350488467,0.25568178,Low,0.338471892
1014,Yogyakarta,Indonesia,Asia,High,Tropical,South-East Asia,0.406505903,0.456130345,0.336124313,0.367205944,Low,0.488672116,0.554119683,0.451222746,High,0.51207069,0.4812287,0.491558345,0.440931005,0.456827885,Moderate,0.455816373,0.474327737,0.420629329,Moderate,0.439629063
1015,Yueqing,China,Asia,High,Temperate,Western Pacific,0.2772204,0.380553776,0.27914645,0.376351238,Low,0.307813198,0.377059084,0.310610593,Low,0.381059239,0.311292297,0.412280157,0.314377428,0.412676345,Moderate,0.320965298,0.360207522,0.323996195,Low,0.360641562
